Mach,P0/P,rho0/rho,T0/T,A/A*
0.1300,1.011880066255,1.008471432812,1.003380000000,4.496858581795
0.1310,1.012064325968,1.008602600123,1.003432200000,4.463227931606
0.1320,1.012250021874,1.008734782902,1.003484800000,4.430112206316
0.1330,1.012437154530,1.008867981385,1.003537800000,4.397499792736
0.1340,1.012625724498,1.009002195812,1.003591200000,4.365379424350
0.1350,1.012815732343,1.009137426424,1.003645000000,4.333740168478
0.1360,1.013007178636,1.009273673463,1.003699200000,4.302571414003
0.1370,1.013200063950,1.009410937174,1.003753800000,4.271862859633
0.1380,1.013394388865,1.009549217804,1.003808800000,4.241604502677
0.1390,1.013590153963,1.009688515601,1.003864200000,4.211786628303
0.1400,1.013787359831,1.009828830815,1.003920000000,4.182399799257
0.1410,1.013986007062,1.009970163697,1.003976200000,4.153434846023
0.1420,1.014186096251,1.010112514503,1.004032800000,4.124882857390
0.1430,1.014387627999,1.010255883487,1.004089800000,4.096735171426
0.1440,1.014590602909,1.010400270906,1.004147200000,4.068983366819
0.1450,1.014795021592,1.010545677020,1.004205000000,4.041619254581
0.1460,1.015000884659,1.010692102090,1.004263200000,4.014634870092
0.1470,1.015208192730,1.010839546378,1.004321800000,3.988022465467
0.1480,1.015416946425,1.010988010150,1.004380800000,3.961774502235
0.1490,1.015627146371,1.011137493671,1.004440200000,3.935883644312
0.1500,1.015838793198,1.011287997211,1.004500000000,3.910342751254
0.1510,1.016051887542,1.011439521038,1.004560200000,3.885144871778
0.1520,1.016266430041,1.011592065425,1.004620800000,3.860283237544
0.1530,1.016482421340,1.011745630647,1.004681800000,3.835751257169
0.1540,1.016699862086,1.011900216977,1.004743200000,3.811542510488
0.1550,1.016918752932,1.012055824694,1.004805000000,3.787650743029
0.1560,1.017139094534,1.012212454077,1.004867200000,3.764069860702
0.1570,1.017360887553,1.012370105407,1.004929800000,3.740793924690
0.1580,1.017584132655,1.012528778967,1.004992800000,3.717817146538
0.1590,1.017808830509,1.012688475041,1.005056200000,3.695133883422
0.1600,1.018034981789,1.012849193916,1.005120000000,3.672738633600
0.1610,1.018262587174,1.013010935881,1.005184200000,3.650626032030
0.1620,1.018491647347,1.013173701224,1.005248800000,3.628790846151
0.1630,1.018722162995,1.013337490239,1.005313800000,3.607227971818
0.1640,1.018954134809,1.013502303220,1.005379200000,3.585932429389
0.1650,1.019187563485,1.013668140461,1.005445000000,3.564899359948
0.1660,1.019422449724,1.013835002260,1.005511200000,3.544124021676
0.1670,1.019658794230,1.014002888916,1.005577800000,3.523601786338
0.1680,1.019896597712,1.014171800731,1.005644800000,3.503328135905
0.1690,1.020135860884,1.014341738008,1.005712200000,3.483298659295
0.1700,1.020376584462,1.014512701050,1.005780000000,3.463509049226
0.1710,1.020618769171,1.014684690166,1.005848200000,3.443955099180
0.1720,1.020862415735,1.014857705662,1.005916800000,3.424632700478
0.1730,1.021107524886,1.015031747850,1.005985800000,3.405537839445
0.1740,1.021354097360,1.015206817041,1.006055200000,3.386666594687
0.1750,1.021602133895,1.015382913549,1.006125000000,3.368015134452
0.1760,1.021851635236,1.015560037690,1.006195200000,3.349579714081
0.1770,1.022102602132,1.015738189782,1.006265800000,3.331356673552
0.1780,1.022355035334,1.015917370143,1.006336800000,3.313342435098
0.1790,1.022608935602,1.016097579096,1.006408200000,3.295533500914
0.1800,1.022864303696,1.016278816962,1.006480000000,3.277926450932
0.1810,1.023121140382,1.016461084067,1.006552200000,3.260517940675
0.1820,1.023379446431,1.016644380737,1.006624800000,3.243304699183
0.1830,1.023639222617,1.016828707302,1.006697800000,3.226283526998
0.1840,1.023900469721,1.017014064090,1.006771200000,3.209451294227
0.1850,1.024163188525,1.017200451435,1.006845000000,3.192804938660
0.1860,1.024427379818,1.017387869670,1.006919200000,3.176341463949
0.1870,1.024693044392,1.017576319132,1.006993800000,3.160057937849
0.1880,1.024960183045,1.017765800157,1.007068800000,3.143951490512
0.1890,1.025228796578,1.017956313086,1.007144200000,3.128019312837
0.1900,1.025498885795,1.018147858259,1.007220000000,3.112258654870
0.1910,1.025770451509,1.018340436020,1.007296200000,3.096666824259
0.1920,1.026043494533,1.018534046713,1.007372800000,3.081241184750
0.1930,1.026318015686,1.018728690686,1.007449800000,3.065979154734
0.1940,1.026594015793,1.018924368288,1.007527200000,3.050878205843
0.1950,1.026871495680,1.019121079867,1.007605000000,3.035935861580
0.1960,1.027150456180,1.019318825778,1.007683200000,3.021149695998
0.1970,1.027430898131,1.019517606374,1.007761800000,3.006517332415
0.1980,1.027712822373,1.019717422011,1.007840800000,2.992036442176
0.1990,1.027996229753,1.019918273046,1.007920200000,2.977704743436
0.2000,1.028281121119,1.020120159840,1.008000000000,2.963520000000
0.2010,1.028567497328,1.020323082754,1.008080200000,2.949480020181
0.2020,1.028855359237,1.020527042152,1.008160800000,2.935582655701
0.2030,1.029144707711,1.020732038397,1.008241800000,2.921825800620
0.2040,1.029435543618,1.020938071858,1.008323200000,2.908207390301
0.2050,1.029727867829,1.021145142903,1.008405000000,2.894725400401
0.2060,1.030021681223,1.021353251903,1.008487200000,2.881377845891
0.2070,1.030316984680,1.021562399231,1.008569800000,2.868162780112
0.2080,1.030613779086,1.021772585260,1.008652800000,2.855078293845
0.2090,1.030912065331,1.021983810367,1.008736200000,2.842122514422
0.2100,1.031211844310,1.022196074930,1.008820000000,2.829293604853
0.2110,1.031513116923,1.022409379328,1.008904200000,2.816589762980
0.2120,1.031815884074,1.022623723944,1.008988800000,2.804009220656
0.2130,1.032120146669,1.022839109161,1.009073800000,2.791550242947
0.2140,1.032425905623,1.023055535364,1.009159200000,2.779211127358
0.2150,1.032733161853,1.023273002941,1.009245000000,2.766990203072
0.2160,1.033041916279,1.023491512280,1.009331200000,2.754885830225
0.2170,1.033352169829,1.023711063772,1.009417800000,2.742896399188
0.2180,1.033663923432,1.023931657811,1.009504800000,2.731020329873
0.2190,1.033977178025,1.024153294791,1.009592200000,2.719256071061
0.2200,1.034291934547,1.024375975108,1.009680000000,2.707602099745
0.2210,1.034608193941,1.024599699160,1.009768200000,2.696056920493
0.2220,1.034925957158,1.024824467348,1.009856800000,2.684619064823
0.2230,1.035245225149,1.025050280073,1.009945800000,2.673287090602
0.2240,1.035565998873,1.025277137740,1.010035200000,2.662059581459
0.2250,1.035888279291,1.025505040753,1.010125000000,2.650935146208
0.2260,1.036212067371,1.025733989521,1.010215200000,2.639912418296
0.2270,1.036537364084,1.025963984453,1.010305800000,2.628990055257
0.2280,1.036864170406,1.026195025960,1.010396800000,2.618166738184
0.2290,1.037192487316,1.026427114454,1.010488200000,2.607441171216
0.2300,1.037522315801,1.026660250352,1.010580000000,2.596812081036
0.2310,1.037853656848,1.026894434069,1.010672200000,2.586278216385
0.2320,1.038186511453,1.027129666024,1.010764800000,2.575838347582
0.2330,1.038520880613,1.027365946637,1.010857800000,2.565491266065
0.2340,1.038856765331,1.027603276331,1.010951200000,2.555235783942
0.2350,1.039194166616,1.027841655531,1.011045000000,2.545070733542
0.2360,1.039533085479,1.028081084660,1.011139200000,2.534994966998
0.2370,1.039873522936,1.028321564149,1.011233800000,2.525007355821
0.2380,1.040215480010,1.028563094426,1.011328800000,2.515106790494
0.2390,1.040558957725,1.028805675922,1.011424200000,2.505292180081
0.2400,1.040903957112,1.029049309072,1.011520000000,2.495562451832
0.2410,1.041250479206,1.029293994310,1.011616200000,2.485916550811
0.2420,1.041598525047,1.029539732073,1.011712800000,2.476353439525
0.2430,1.041948095678,1.029786522801,1.011809800000,2.466872097568
0.2440,1.042299192147,1.030034366933,1.011907200000,2.457471521268
0.2450,1.042651815509,1.030283264914,1.012005000000,2.448150723346
0.2460,1.043005966820,1.030533217186,1.012103200000,2.438908732586
0.2470,1.043361647144,1.030784224197,1.012201800000,2.429744593505
0.2480,1.043718857546,1.031036286395,1.012300800000,2.420657366040
0.2490,1.044077599099,1.031289404229,1.012400200000,2.411646125233
0.2500,1.044437872878,1.031543578151,1.012500000000,2.402709960938
0.2510,1.044799679965,1.031798808616,1.012600200000,2.393847977514
0.2520,1.045163021444,1.032055096079,1.012700800000,2.385059293550
0.2530,1.045527898405,1.032312440997,1.012801800000,2.376343041572
0.2540,1.045894311942,1.032570843830,1.012903200000,2.367698367777
0.2550,1.046262263156,1.032830305039,1.013005000000,2.359124431761
0.2560,1.046631753149,1.033090825086,1.013107200000,2.350620406258
0.2570,1.047002783029,1.033352404437,1.013209800000,2.342185476885
0.2580,1.047375353911,1.033615043559,1.013312800000,2.333818841892
0.2590,1.047749466910,1.033878742919,1.013416200000,2.325519711918
0.2600,1.048125123150,1.034143502990,1.013520000000,2.317287309754
0.2610,1.048502323757,1.034409324241,1.013624200000,2.309120870106
0.2620,1.048881069862,1.034676207149,1.013728800000,2.301019639374
0.2630,1.049261362602,1.034944152189,1.013833800000,2.292982875425
0.2640,1.049643203117,1.035213159839,1.013939200000,2.285009847377
0.2650,1.050026592552,1.035483230579,1.014045000000,2.277099835386
0.2660,1.050411532058,1.035754364889,1.014151200000,2.269252130442
0.2670,1.050798022789,1.036026563255,1.014257800000,2.261466034162
0.2680,1.051186065904,1.036299826161,1.014364800000,2.253740858592
0.2690,1.051575662567,1.036574154094,1.014472200000,2.246075926017
0.2700,1.051966813947,1.036849547544,1.014580000000,2.238470568767
0.2710,1.052359521217,1.037126007001,1.014688200000,2.230924129034
0.2720,1.052753785554,1.037403532958,1.014796800000,2.223435958692
0.2730,1.053149608142,1.037682125910,1.014905800000,2.216005419114
0.2740,1.053546990168,1.037961786354,1.015015200000,2.208631881006
0.2750,1.053945932823,1.038242514787,1.015125000000,2.201314724232
0.2760,1.054346437304,1.038524311710,1.015235200000,2.194053337652
0.2770,1.054748504812,1.038807177626,1.015345800000,2.186847118954
0.2780,1.055152136554,1.039091113038,1.015456800000,2.179695474504
0.2790,1.055557333739,1.039376118452,1.015568200000,2.172597819180
0.2800,1.055964097583,1.039662194376,1.015680000000,2.165553576229
0.2810,1.056372429307,1.039949341319,1.015792200000,2.158562177112
0.2820,1.056782330134,1.040237559793,1.015904800000,2.151623061362
0.2830,1.057193801295,1.040526850312,1.016017800000,2.144735676442
0.2840,1.057606844022,1.040817213390,1.016131200000,2.137899477599
0.2850,1.058021459556,1.041108649545,1.016245000000,2.131113927735
0.2860,1.058437649140,1.041401159295,1.016359200000,2.124378497270
0.2870,1.058855414022,1.041694743162,1.016473800000,2.117692664012
0.2880,1.059274755454,1.041989401668,1.016588800000,2.111055913025
0.2890,1.059695674695,1.042285135337,1.016704200000,2.104467736509
0.2900,1.060118173007,1.042581944697,1.016820000000,2.097927633674
0.2910,1.060542251657,1.042879830276,1.016936200000,2.091435110618
0.2920,1.060967911918,1.043178792603,1.017052800000,2.084989680214
0.2930,1.061395155065,1.043478832211,1.017169800000,2.078590861988
0.2940,1.061823982380,1.043779949634,1.017287200000,2.072238182013
0.2950,1.062254395149,1.044082145408,1.017405000000,2.065931172791
0.2960,1.062686394663,1.044385420070,1.017523200000,2.059669373149
0.2970,1.063119982217,1.044689774160,1.017641800000,2.053452328131
0.2980,1.063555159113,1.044995208219,1.017760800000,2.047279588894
0.2990,1.063991926655,1.045301722791,1.017880200000,2.041150712606
0.3000,1.064430286153,1.045609318421,1.018000000000,2.035065262346
0.3010,1.064870238922,1.045917995657,1.018120200000,2.029022807002
0.3020,1.065311786280,1.046227755046,1.018240800000,2.023022921183
0.3030,1.065754929553,1.046538597140,1.018361800000,2.017065185115
0.3040,1.066199670070,1.046850522493,1.018483200000,2.011149184557
0.3050,1.066646009164,1.047163531657,1.018605000000,2.005274510705
0.3060,1.067093948173,1.047477625190,1.018727200000,1.999440760104
0.3070,1.067543488441,1.047792803651,1.018849800000,1.993647534564
0.3080,1.067994631317,1.048109067599,1.018972800000,1.987894441070
0.3090,1.068447378153,1.048426417597,1.019096200000,1.982181091702
0.3100,1.068901730307,1.048744854209,1.019220000000,1.976507103550
0.3110,1.069357689142,1.049064378001,1.019344200000,1.970872098635
0.3120,1.069815256024,1.049384989540,1.019468800000,1.965275703831
0.3130,1.070274432327,1.049706689396,1.019593800000,1.959717550786
0.3140,1.070735219426,1.050029478141,1.019719200000,1.954197275844
0.3150,1.071197618705,1.050353356348,1.019845000000,1.948714519975
0.3160,1.071661631550,1.050678324594,1.019971200000,1.943268928699
0.3170,1.072127259351,1.051004383454,1.020097800000,1.937860152013
0.3180,1.072594503507,1.051331533508,1.020224800000,1.932487844326
0.3190,1.073063365417,1.051659775337,1.020352200000,1.927151664383
0.3200,1.073533846488,1.051989109524,1.020480000000,1.921851275200
0.3210,1.074005948130,1.052319536655,1.020608200000,1.916586344001
0.3220,1.074479671760,1.052651057314,1.020736800000,1.911356542147
0.3230,1.074955018798,1.052983672092,1.020865800000,1.906161545075
0.3240,1.075431990669,1.053317381579,1.020995200000,1.901001032236
0.3250,1.075910588804,1.053652186367,1.021125000000,1.895874687030
0.3260,1.076390814638,1.053988087050,1.021255200000,1.890782196749
0.3270,1.076872669610,1.054325084224,1.021385800000,1.885723252514
0.3280,1.077356155167,1.054663178488,1.021516800000,1.880697549220
0.3290,1.077841272758,1.055002370442,1.021648200000,1.875704785477
0.3300,1.078328023837,1.055342660687,1.021780000000,1.870744663552
0.3310,1.078816409863,1.055684049827,1.021912200000,1.865816889317
0.3320,1.079306432303,1.056026538468,1.022044800000,1.860921172194
0.3330,1.079798092624,1.056370127217,1.022177800000,1.856057225100
0.3340,1.080291392302,1.056714816684,1.022311200000,1.851224764396
0.3350,1.080786332815,1.057060607480,1.022445000000,1.846423509834
0.3360,1.081282915647,1.057407500218,1.022579200000,1.841653184510
0.3370,1.081781142288,1.057755495514,1.022713800000,1.836913514810
0.3380,1.082281014231,1.058104593984,1.022848800000,1.832204230365
0.3390,1.082782532976,1.058454796248,1.022984200000,1.827525064001
0.3400,1.083285700026,1.058806102927,1.023120000000,1.822875751694
0.3410,1.083790516890,1.059158514642,1.023256200000,1.818256032520
0.3420,1.084296985081,1.059512032019,1.023392800000,1.813665648615
0.3430,1.084805106119,1.059866655684,1.023529800000,1.809104345125
0.3440,1.085314881526,1.060222386266,1.023667200000,1.804571870166
0.3450,1.085826312832,1.060579224395,1.023805000000,1.800067974781
0.3460,1.086339401569,1.060937170703,1.023943200000,1.795592412894
0.3470,1.086854149276,1.061296225825,1.024081800000,1.791144941273
0.3480,1.087370557497,1.061656390397,1.024220800000,1.786725319486
0.3490,1.087888627780,1.062017665056,1.024360200000,1.782333309864
0.3500,1.088408361678,1.062380050442,1.024500000000,1.777968677455
0.3510,1.088929760750,1.062743547198,1.024640200000,1.773631189996
0.3520,1.089452826558,1.063108155967,1.024780800000,1.769320617863
0.3530,1.089977560672,1.063473877394,1.024921800000,1.765036734044
0.3540,1.090503964664,1.063840712128,1.025063200000,1.760779314093
0.3550,1.091032040113,1.064208660817,1.025205000000,1.756548136102
0.3560,1.091561788601,1.064577724113,1.025347200000,1.752342980660
0.3570,1.092093211718,1.064947902669,1.025489800000,1.748163630819
0.3580,1.092626311057,1.065319197140,1.025632800000,1.744009872061
0.3590,1.093161088215,1.065691608184,1.025776200000,1.739881492263
0.3600,1.093697544797,1.066065136460,1.025920000000,1.735778281666
0.3610,1.094235682410,1.066439782627,1.026064200000,1.731700032837
0.3620,1.094775502667,1.066815547350,1.026208800000,1.727646540644
0.3630,1.095317007189,1.067192431293,1.026353800000,1.723617602218
0.3640,1.095860197597,1.067570435122,1.026499200000,1.719613016925
0.3650,1.096405075520,1.067949559507,1.026645000000,1.715632586335
0.3660,1.096951642592,1.068329805117,1.026791200000,1.711676114193
0.3670,1.097499900451,1.068711172625,1.026937800000,1.707743406386
0.3680,1.098049850742,1.069093662706,1.027084800000,1.703834270918
0.3690,1.098601495112,1.069477276035,1.027232200000,1.699948517878
0.3700,1.099154835215,1.069862013291,1.027380000000,1.696085959415
0.3710,1.099709872711,1.070247875154,1.027528200000,1.692246409705
0.3720,1.100266609263,1.070634862306,1.027676800000,1.688429684932
0.3730,1.100825046541,1.071022975431,1.027825800000,1.684635603252
0.3740,1.101385186218,1.071412215215,1.027975200000,1.680863984773
0.3750,1.101947029973,1.071802582345,1.028125000000,1.677114651527
0.3760,1.102510579492,1.072194077511,1.028275200000,1.673387427444
0.3770,1.103075836462,1.072586701405,1.028425800000,1.669682138326
0.3780,1.103642802579,1.072980454721,1.028576800000,1.665998611826
0.3790,1.104211479543,1.073375338153,1.028728200000,1.662336677418
0.3800,1.104781869057,1.073771352400,1.028880000000,1.658696166379
0.3810,1.105353972832,1.074168498160,1.029032200000,1.655076911760
0.3820,1.105927792584,1.074566776135,1.029184800000,1.651478748365
0.3830,1.106503330030,1.074966187029,1.029337800000,1.647901512731
0.3840,1.107080586898,1.075366731545,1.029491200000,1.644345043101
0.3850,1.107659564918,1.075768410392,1.029645000000,1.640809179402
0.3860,1.108240265824,1.076171224278,1.029799200000,1.637293763227
0.3870,1.108822691358,1.076575173914,1.029953800000,1.633798637811
0.3880,1.109406843265,1.076980260013,1.030108800000,1.630323648009
0.3890,1.109992723297,1.077386483290,1.030264200000,1.626868640278
0.3900,1.110580333209,1.077793844461,1.030420000000,1.623433462651
0.3910,1.111169674763,1.078202344245,1.030576200000,1.620017964726
0.3920,1.111760749725,1.078611983363,1.030732800000,1.616621997636
0.3930,1.112353559868,1.079022762537,1.030889800000,1.613245414036
0.3940,1.112948106967,1.079434682492,1.031047200000,1.609888068082
0.3950,1.113544392804,1.079847743954,1.031205000000,1.606549815411
0.3960,1.114142419168,1.080261947651,1.031363200000,1.603230513124
0.3970,1.114742187850,1.080677294314,1.031521800000,1.599930019765
0.3980,1.115343700648,1.081093784675,1.031680800000,1.596648195306
0.3990,1.115946959366,1.081511419467,1.031840200000,1.593384901127
0.4000,1.116551965810,1.081930199428,1.032000000000,1.590140000000
0.4010,1.117158721794,1.082350125295,1.032160200000,1.586913356069
0.4020,1.117767229137,1.082771197807,1.032320800000,1.583704834836
0.4030,1.118377489663,1.083193417708,1.032481800000,1.580514303143
0.4040,1.118989505201,1.083616785740,1.032643200000,1.577341629153
0.4050,1.119603277584,1.084041302650,1.032805000000,1.574186682337
0.4060,1.120218808652,1.084466969185,1.032967200000,1.571049333459
0.4070,1.120836100250,1.084893786095,1.033129800000,1.567929454555
0.4080,1.121455154228,1.085321754132,1.033292800000,1.564826918921
0.4090,1.122075972441,1.085750874049,1.033456200000,1.561741601098
0.4100,1.122698556750,1.086181146601,1.033620000000,1.558673376855
0.4110,1.123322909020,1.086612572547,1.033784200000,1.555622123173
0.4120,1.123949031123,1.087045152645,1.033948800000,1.552587718236
0.4130,1.124576924935,1.087478887657,1.034113800000,1.549570041409
0.4140,1.125206592337,1.087913778346,1.034279200000,1.546568973229
0.4150,1.125838035216,1.088349825478,1.034445000000,1.543584395389
0.4160,1.126471255466,1.088787029819,1.034611200000,1.540616190724
0.4170,1.127106254982,1.089225392139,1.034777800000,1.537664243198
0.4180,1.127743035669,1.089664913210,1.034944800000,1.534728437889
0.4190,1.128381599433,1.090105593803,1.035112200000,1.531808660977
0.4200,1.129021948190,1.090547434694,1.035280000000,1.528904799733
0.4210,1.129664083857,1.090990436660,1.035448200000,1.526016742500
0.4220,1.130308008359,1.091434600481,1.035616800000,1.523144378686
